,0,1,2,3,4,5
63,393.0,1.0,4.0,2492.0,7.99577947771,0.00105471302964
64,196.0,1.0,3.0,912.0,5.99198931909,0.00266784920708
65,141.0,1.0,2.0,2431.0,3.99835051546,0.00082457218302
66,306.0,1.0,3.0,3792.0,5.99807897545,0.000640204821801
67,258.0,1.0,3.0,3838.0,5.99813683884,0.000620925138596
68,92.0,1.0,2.0,1200.0,3.99666388657,0.00166736082043
69,235.0,1.0,3.0,1192.0,5.99400998336,0.00199534287063
70,320.0,1.0,5.0,1730.0,9.9918646274,0.00162601539909
71,300.0,1.0,4.0,3075.0,7.99647771051,0.000880281562144
72,290.0,1.0,1.0,5676.0,1.99976423435,0.000235765648945
73,89.0,1.0,1.0,1803.0,1.99925345278,0.000746547219112
74,130.0,1.0,1.0,5566.0,1.99975915222,0.0002408477842
75,276.0,1.0,3.0,3632.0,5.99801061008,0.000662983376819
76,326.0,1.0,4.0,2371.0,7.99550056243,0.0011243848351
77,227.0,1.0,3.0,1609.0,5.99554455446,0.00148441311078
78,347.0,1.0,4.0,3021.0,7.99648968846,0.000877289049749
79,116.0,1.0,1.0,3514.0,1.99962078119,0.000379218809253
80,237.0,1.0,3.0,3524.0,5.99794097461,0.000686184758564
81,148.0,1.0,3.0,1251.0,5.99434495759,0.00188382933928
82,467.0,1.0,5.0,1937.0,9.99276934201,0.00144529495835
83,170.0,1.0,1.0,6668.0,1.99979951885,0.000200481154771
84,131.0,1.0,1.0,1594.0,1.99915789474,0.000842105263158
85,212.0,1.0,2.0,3512.0,3.99886749717,0.000566171244113
86,365.0,1.0,3.0,2657.0,5.99732222553,0.000892325877924
87,371.0,1.0,5.0,2411.0,9.99404336431,0.00119075936665
88,322.0,1.0,5.0,1666.0,9.99152542373,0.00169376596435
89,142.0,1.0,1.0,3206.0,1.99958185239,0.000418147606105
90,127.0,1.0,3.0,1038.0,5.99302595893,0.00232287827866
91,159.0,1.0,2.0,3626.0,3.99890710383,0.000546373425854
92,109.0,1.0,1.0,764.0,1.99823477493,0.0017652250662
93,126.0,1.0,2.0,888.0,3.99531615925,0.0023405484237
94,297.0,1.0,5.0,2170.0,9.9933386624,0.00133155745002
95,197.0,1.0,3.0,2078.0,5.99645180367,0.00118226573416
96,244.0,1.0,5.0,884.0,9.98349290195,0.00329705842204
97,49.0,1.0,1.0,996.0,1.99866577718,0.00133422281521
98,129.0,1.0,1.0,5671.0,1.99976481656,0.000235183443086
99,269.0,1.0,5.0,1391.0,9.98990103009,0.00201816182426
100,191.0,1.0,2.0,2137.0,3.99809614469,0.000951701058008
101,137.0,1.0,1.0,4196.0,1.99968238844,0.000317611561061
102,315.0,1.0,4.0,3238.0,7.99672466735,0.0008185817041
103,106.0,1.0,2.0,1227.0,3.99676375405,0.00161746813195
104,303.0,1.0,4.0,1845.0,7.99419132329,0.00145137823589
105,135.0,1.0,4.0,693.0,7.9845410628,0.00385913052818
106,246.0,1.0,1.0,6210.0,1.99978575254,0.000214247455811
107,333.0,1.0,5.0,2175.0,9.99359056531,0.00128122955966
108,349.0,1.0,5.0,2750.0,9.99475230898,0.00104909754477
109,312.0,1.0,3.0,3564.0,5.99797593613,0.000674536205143
110,345.0,1.0,4.0,2841.0,7.99620358287,0.00094876644315
111,142.0,1.0,3.0,587.0,5.98815009875,0.0039447629109
112,216.0,1.0,1.0,5150.0,1.99974368833,0.000256311674997
113,439.0,1.0,5.0,2705.0,9.99475341028,0.00104887746986
114,174.0,1.0,2.0,2588.0,3.99845559846,0.000772051669908
115,130.0,1.0,1.0,4824.0,1.99972413793,0.000275862068966
116,241.0,1.0,5.0,1201.0,9.98836938823,0.00232395751238
117,215.0,1.0,3.0,1622.0,5.99560761347,0.00146341411117
118,165.0,1.0,2.0,4391.0,3.99910464466,0.000447627562643
119,387.0,1.0,4.0,2180.0,7.99509879001,0.00122473939798
120,243.0,1.0,2.0,3882.0,3.99898205879,0.000508905835936
121,321.0,1.0,3.0,3668.0,5.99802934092,0.000656742509682
122,228.0,1.0,2.0,3008.0,3.99866688885,0.000666444481475
123,216.0,1.0,2.0,4109.0,3.99903018548,0.000484848470596
124,154.0,1.0,4.0,917.0,7.98866454127,0.0028308520699
125,183.0,1.0,4.0,1365.0,7.99200799201,0.00199650461954
126,144.0,1.0,3.0,1009.0,5.99287974684,0.00237153927457
127,207.0,1.0,4.0,1660.0,7.99352488871,0.00161779495825
128,171.0,1.0,3.0,1696.0,5.99564796905,0.00144997532504
129,229.0,1.0,3.0,2684.0,5.99726526892,0.000911299995277
130,103.0,1.0,1.0,1884.0,1.99927483684,0.000725163161711
131,128.0,1.0,2.0,2490.0,3.99839260599,0.000803535491557
132,125.0,1.0,1.0,2626.0,1.99949405515,0.000505944852011
133,334.0,1.0,4.0,2449.0,7.99572421165,0.0010685185369
134,154.0,1.0,1.0,4503.0,1.99970418577,0.000295814228664
135,218.0,1.0,2.0,4700.0,3.99914639351,0.000426757698593
136,133.0,1.0,3.0,1008.0,5.99296050059,0.00234466373262
137,165.0,1.0,3.0,731.0,5.99021207178,0.00325909253089
138,108.0,1.0,1.0,3272.0,1.99958592133,0.000414078674948
139,151.0,1.0,2.0,1735.0,3.99771101574,0.00114416457233
140,272.0,1.0,4.0,2970.0,7.99642258245,0.000894054403225
141,109.0,1.0,1.0,1462.0,1.99909379248,0.000906207521522
142,177.0,1.0,4.0,939.0,7.98861209964,0.00284393453174
143,265.0,1.0,5.0,1744.0,9.99202424629,0.00159413277701
144,142.0,1.0,4.0,865.0,7.98780487805,0.0030452935105
145,354.0,1.0,4.0,2990.0,7.99642857143,0.000892558161785
146,158.0,1.0,4.0,730.0,7.98516458044,0.00370369414677
147,321.0,1.0,3.0,3257.0,5.99778733866,0.000737372429144
148,152.0,1.0,2.0,1568.0,3.99746675111,0.00126622323443
149,111.0,1.0,4.0,601.0,7.98302387268,0.00423727381777
150,150.0,1.0,2.0,1871.0,3.99792423456,0.00103761334922
151,223.0,1.0,5.0,1247.0,9.9882325253,0.00235127884306
152,138.0,1.0,3.0,883.0,5.99175068744,0.00274724928356
153,223.0,1.0,4.0,1520.0,7.99287780993,0.00177935837265
154,249.0,1.0,4.0,1429.0,7.99264705882,0.00183696783701
155,196.0,1.0,2.0,3013.0,3.99867768595,0.000661047724574
156,186.0,1.0,2.0,4948.0,3.99919887843,0.000400520668846
157,270.0,1.0,2.0,4358.0,3.99908571429,0.000457090606273
158,219.0,1.0,2.0,3217.0,3.99874921826,0.000625293075569
159,85.0,1.0,1.0,2280.0,1.99941417692,0.000585823081429
160,169.0,1.0,5.0,583.0,9.97514910537,0.00496029294151
161,233.0,1.0,4.0,1812.0,7.99419448476,0.00145058872886
162,397.0,1.0,4.0,2796.0,7.99623662237,0.000940512423238
163,112.0,1.0,2.0,588.0,3.99309153713,0.00345124592665
164,172.0,1.0,1.0,4358.0,1.99969367438,0.000306325624138
165,382.0,1.0,4.0,3278.0,7.9967657166,0.000808325656181
166,113.0,1.0,2.0,1556.0,3.99741685502,0.00129115531493
167,232.0,1.0,5.0,1276.0,9.98895515794,0.00220701616393
168,223.0,1.0,5.0,845.0,9.98272884283,0.00344945709842
169,184.0,1.0,3.0,996.0,5.99303944316,0.00231839050025
170,434.0,1.0,5.0,2030.0,9.99278499278,0.00144216842153
171,174.0,1.0,5.0,440.0,9.96780424984,0.00642255428469
172,86.0,1.0,3.0,410.0,5.98272552783,0.00574709464729
173,171.0,1.0,3.0,2178.0,5.9966411644,0.00111919394632
174,241.0,1.0,3.0,3548.0,5.99799576885,0.000667928259337
175,269.0,1.0,3.0,2196.0,5.99673380512,0.00108833644376
176,203.0,1.0,4.0,2146.0,7.99499217527,0.00125136831668
177,389.0,1.0,3.0,3147.0,5.99771689498,0.000760841925026
178,76.0,1.0,3.0,432.0,5.98313027179,0.00561269256265
179,275.0,1.0,2.0,4176.0,3.99904409129,0.000477897238443
180,249.0,1.0,4.0,1162.0,7.99074341915,0.002312136406
181,96.0,1.0,2.0,525.0,3.99210266535,0.0039447654796
182,442.0,1.0,5.0,2811.0,9.99487862337,0.00102385562624
183,114.0,1.0,2.0,1.0,9.96075353218,0.00782462964036
184,129.0,1.0,3.0,872.0,5.99184782609,0.00271492878391
185,259.0,1.0,4.0,1640.0,7.99341292713,0.00164575106591
186,213.0,1.0,5.0,1482.0,9.99045072574,0.00190839555411
187,118.0,1.0,5.0,323.0,9.95652173913,0.00866538010368
188,195.0,1.0,3.0,1757.0,5.99586587046,0.00137741003227
189,323.0,1.0,4.0,2935.0,7.99642777406,0.000892757371224
190,273.0,1.0,3.0,1537.0,5.99529534762,0.0015673974765
191,236.0,1.0,2.0,3651.0,3.99889867841,0.000550584975687
192,223.0,1.0,4.0,866.0,7.98775353999,0.00305809859877
193,214.0,1.0,5.0,1152.0,9.98743402865,0.00251066717663
194,329.0,1.0,4.0,2552.0,7.99581863322,0.00104493186529
195,261.0,1.0,3.0,2205.0,5.99670751783,0.00109709248405
196,196.0,1.0,1.0,4007.0,1.99966358284,0.000336417157275
197,295.0,1.0,3.0,3460.0,5.99793317258,0.000688784241224
198,124.0,1.0,3.0,466.0,5.9841827768,0.00526313348883
199,211.0,1.0,3.0,3329.0,5.99781844625,0.000727008296515
200,210.0,1.0,2.0,3536.0,3.99885746929,0.000571183755077
201,96.0,1.0,1.0,2212.0,1.9994045847,0.000595415302173
202,116.0,1.0,2.0,1312.0,3.9969581749,0.00152033403382
203,305.0,1.0,2.0,4849.0,3.99917568264,0.000412116208021
204,261.0,1.0,5.0,1450.0,9.99020951635,0.00195656277249
205,256.0,1.0,3.0,2536.0,5.9971800094,0.000939702289157
206,409.0,1.0,2.0,4755.0,3.99916256673,0.000418672798025
207,288.0,1.0,3.0,3762.0,5.99806866953,0.000643638659677
208,401.0,1.0,5.0,2619.0,9.99461902712,0.00107573124821
209,242.0,1.0,5.0,1510.0,9.99033069039,0.00193236570414
210,329.0,1.0,4.0,2229.0,7.99523667758,0.0011902987461
211,242.0,1.0,2.0,3534.0,3.99886540916,0.000567214951654
212,167.0,1.0,4.0,836.0,7.98691206544,0.00326796729355
213,225.0,1.0,2.0,3956.0,3.99899446958,0.00050270200749
214,157.0,1.0,5.0,404.0,9.96565934066,0.00684925040595
215,199.0,1.0,4.0,1018.0,7.98937583001,0.00265339615743
216,290.0,1.0,4.0,2044.0,7.99483454399,0.0012907385444
217,94.0,1.0,1.0,2818.0,1.99953073674,0.000469263256687
218,418.0,1.0,5.0,2774.0,9.99495153473,0.00100928522011
219,270.0,1.0,2.0,3331.0,3.99881779223,0.000591016522647
220,262.0,1.0,3.0,3016.0,5.99757281553,0.00080884326575
221,125.0,1.0,2.0,947.0,3.99580492921,0.00209643490515
222,87.0,1.0,3.0,466.0,5.98441558442,0.00518580206622
223,299.0,1.0,4.0,2906.0,7.99635867091,0.000910021471596
224,243.0,1.0,4.0,1953.0,7.99467199467,0.00133133588587
225,216.0,1.0,4.0,1149.0,7.99064327485,0.00233712877299
226,236.0,1.0,5.0,1624.0,9.99103139013,0.0017924347668
227,320.0,1.0,4.0,2994.0,7.99644088533,0.000889481744753
228,109.0,1.0,1.0,4608.0,1.99971202304,0.000287976961843
229,298.0,1.0,5.0,1909.0,9.99248685199,0.00150172630778
230,180.0,1.0,4.0,1238.0,7.99129961936,0.00217332053831
231,220.0,1.0,2.0,3543.0,3.99886893822,0.000565450924521
232,247.0,1.0,5.0,1212.0,9.98858186801,0.00228153994244
233,271.0,1.0,3.0,3606.0,5.99800133245,0.000666074551077
234,284.0,1.0,3.0,3229.0,5.99777337952,0.000742023181927
235,72.0,1.0,1.0,903.0,1.99853372434,0.00146627565982
236,142.0,1.0,5.0,284.0,9.95004995005,0.00995004995005
237,152.0,1.0,1.0,2279.0,1.99941400527,0.000585994726047
238,118.0,1.0,3.0,1071.0,5.99328107503,0.00223796903474
239,279.0,1.0,2.0,3724.0,3.99891891892,0.000540467484649
240,348.0,1.0,5.0,2258.0,9.99336694083,0.00132590778039
241,134.0,1.0,4.0,615.0,7.9826652221,0.00432664781686
242,162.0,1.0,2.0,2406.0,3.99834437086,0.000827643214834
243,301.0,1.0,5.0,1610.0,9.99104584527,0.00178954788559
244,146.0,1.0,2.0,1257.0,3.99675456389,0.0016220594821
245,274.0,1.0,5.0,1285.0,9.98906864889,0.00218435789392
246,161.0,1.0,1.0,6157.0,1.99978300966,0.00021699034393
247,265.0,1.0,5.0,1079.0,9.98701635939,0.00259403022322
248,165.0,1.0,4.0,1275.0,7.99150517653,0.00212201412016
249,377.0,1.0,4.0,3264.0,7.99674034838,0.000814663849671
250,152.0,1.0,4.0,1.0,9.96066089693,0.00784304007632
251,321.0,1.0,5.0,1992.0,9.99273467015,0.00145222128617
252,150.0,1.0,5.0,397.0,9.96542185339,0.00689648571169
253,112.0,1.0,1.0,4993.0,1.99973294165,0.00026705835225
254,426.0,1.0,3.0,3554.0,5.99796449169,0.000678349297861
255,245.0,1.0,4.0,2606.0,7.99585169821,0.00103667207289
256,293.0,1.0,5.0,2114.0,9.99331103679,0.0013370766707
257,105.0,1.0,4.0,387.0,7.97202797203,0.00697465264394
258,248.0,1.0,4.0,1890.0,7.99435426958,0.00141068541902
259,201.0,1.0,2.0,4161.0,3.99903765187,0.000481116175634
260,297.0,1.0,5.0,1459.0,9.99017874681,0.00196270702295
261,185.0,1.0,2.0,2594.0,3.99845738527,0.000771158608538
262,324.0,1.0,5.0,1469.0,9.9906050357,0.00187758034875
263,121.0,1.0,3.0,439.0,5.98376916141,0.00540051368358
264,183.0,1.0,3.0,3198.0,5.99774887444,0.000750187476477
265,280.0,1.0,4.0,1866.0,7.99435924555,0.00140944274428
266,243.0,1.0,4.0,2201.0,7.99524163569,0.00118906032654
267,243.0,1.0,4.0,1213.0,7.99104143337,0.00223776013256
268,347.0,1.0,5.0,1897.0,9.99255065554,0.00148898087551
269,154.0,1.0,3.0,903.0,5.99225806452,0.00257842429626
270,406.0,1.0,5.0,2031.0,9.99295972965,0.00140726091109
271,95.0,1.0,2.0,795.0,3.99501246883,0.00249220989946
272,378.0,1.0,5.0,2454.0,9.99410724808,0.00117799472514
273,349.0,1.0,2.0,4684.0,3.99914273468,0.000428586725397
274,336.0,1.0,5.0,1459.0,9.99019607843,0.00195924614207
275,109.0,1.0,1.0,3969.0,1.99966397849,0.000336021505376
276,167.0,1.0,2.0,2913.0,3.99861327786,0.000693240859547
277,205.0,1.0,5.0,698.0,9.97926171713,0.00414077249673
278,144.0,1.0,1.0,5058.0,1.9997365301,0.000263469898564
279,266.0,1.0,4.0,2910.0,7.99633111672,0.000916905299474
280,139.0,1.0,4.0,792.0,7.98646362098,0.00337979840075
281,159.0,1.0,1.0,3857.0,1.99965671129,0.000343288705802
282,132.0,1.0,1.0,6360.0,1.99979123173,0.000208768267223
283,421.0,1.0,5.0,2729.0,9.99473628803,0.00105229904064
284,213.0,1.0,2.0,2973.0,3.99866108787,0.000669344005334
285,249.0,1.0,5.0,1155.0,9.98753428073,0.00249065692786
286,135.0,1.0,1.0,5380.0,1.99975158365,0.000248416345796
287,111.0,1.0,1.0,1.0,5.99103585657,0.00298507018265
288,171.0,1.0,3.0,1181.0,5.99381230663,0.00206114591012
289,85.0,1.0,2.0,907.0,3.99555308505,0.00222222084819
290,215.0,1.0,2.0,4681.0,3.99915245259,0.000423728804046
291,239.0,1.0,2.0,1.0,5.99528795812,0.00156985806706
292,176.0,1.0,5.0,821.0,9.98228206945,0.00353856152763
293,399.0,1.0,5.0,2102.0,9.99311579237,0.00137608314409
294,77.0,1.0,1.0,1833.0,1.99926497611,0.000735023888276
295,182.0,1.0,1.0,5038.0,1.99973663418,0.000263365815117
296,276.0,1.0,5.0,1688.0,9.99172459451,0.00165398520022
297,173.0,1.0,2.0,1596.0,3.99753390875,0.0012326654051
298,116.0,1.0,1.0,4790.0,1.99971838919,0.000281610813855
299,323.0,1.0,5.0,2155.0,9.99332977588,0.00133333285869
300,131.0,1.0,2.0,2241.0,3.99824445907,0.000877577800499
301,282.0,1.0,4.0,2051.0,7.99478317574,0.00130356810301
302,91.0,1.0,1.0,1798.0,1.99925261584,0.000747384155456
303,355.0,1.0,4.0,2380.0,7.99548277809,0.00112882716054
304,281.0,1.0,2.0,4059.0,3.99901635313,0.000491762955377
305,180.0,1.0,1.0,3537.0,1.99962363568,0.000376364320662
306,203.0,1.0,3.0,1717.0,5.99575671853,0.0014137601317
307,358.0,1.0,4.0,3126.0,7.99655654794,0.00086058507834
308,209.0,1.0,2.0,4824.0,3.99917046869,0.000414722645306
309,246.0,1.0,2.0,3690.0,3.99891495999,0.000542446413455
310,328.0,1.0,4.0,2527.0,7.99581699346,0.00104534148169
311,179.0,1.0,2.0,1.0,7.98801946836,0.00299176759115
312,436.0,1.0,3.0,3567.0,5.99796195652,0.000679193970844
313,231.0,2.0,2.0,4187.0,3.99904397706,0.000477954341706
314,184.0,1.0,5.0,717.0,9.97978164173,0.00403712849585
315,121.0,1.0,3.0,677.0,5.98966704937,0.00344036016621
316,185.0,1.0,2.0,4907.0,3.99917720868,0.000411353343826
317,133.0,1.0,5.0,327.0,9.95621716287,0.00872586955554
318,264.0,1.0,3.0,3525.0,5.99794708029,0.000684150459712
319,232.0,1.0,2.0,4689.0,3.99914529915,0.000427304765375
320,115.0,1.0,4.0,535.0,7.98054711246,0.00485434739201
321,197.0,1.0,3.0,2270.0,5.99682931126,0.00105652383919
322,189.0,1.0,2.0,4859.0,3.99917695473,0.000411480291669
323,158.0,1.0,1.0,4148.0,1.99968,0.00032
324,279.0,1.0,5.0,1485.0,9.99034189685,0.00193012787806
325,227.0,1.0,5.0,1389.0,9.98958550302,0.00208116364646
326,106.0,1.0,1.0,2058.0,1.99935379645,0.00064620355412
327,307.0,1.0,3.0,3320.0,5.99784224407,0.000719079516133
328,138.0,1.0,3.0,796.0,5.9912959381,0.00289854665607
329,131.0,1.0,1.0,4487.0,1.99970414201,0.000295857988166
330,329.0,1.0,3.0,1553.0,5.99529288703,0.00156821681586
331,142.0,1.0,2.0,2185.0,3.9981672394,0.000916170311504
332,191.0,1.0,1.0,6226.0,1.99978450598,0.000215494020041
333,192.0,1.0,5.0,795.0,9.98147462023,0.0036995828837
334,306.0,1.0,5.0,2553.0,9.99443455031,0.00111259429481
335,283.0,1.0,4.0,2044.0,7.99480603798,0.00129785812305
336,269.0,1.0,2.0,4308.0,3.99906705539,0.00046641789776
337,255.0,1.0,3.0,2342.0,5.99688365651,0.00103842141238
338,267.0,1.0,4.0,2238.0,7.99527744982,0.00118011475274
339,90.0,1.0,1.0,2625.0,1.999494311,0.000505689001264
340,377.0,1.0,5.0,1979.0,9.99280989359,0.00143719400167
341,144.0,1.0,2.0,1822.0,3.99779005525,0.00110466705036
342,322.0,1.0,3.0,2673.0,5.99732302201,0.000892060541724
343,375.0,1.0,5.0,2784.0,9.99485172982,0.0010292299176
344,248.0,1.0,2.0,3354.0,3.99878585521,0.000606980245175
345,256.0,1.0,4.0,1444.0,7.99266727773,0.00183192007282
346,124.0,1.0,1.0,5982.0,1.99977703456,0.000222965440357
347,142.0,1.0,2.0,1860.0,3.99787234043,0.00106354677851
348,168.0,1.0,4.0,805.0,7.98640033999,0.00339557837585
349,96.0,1.0,1.0,1021.0,1.99869536856,0.00130463144162
350,295.0,1.0,1.0,5436.0,1.99975692756,0.000243072435586
351,233.0,1.0,3.0,3112.0,5.99766173032,0.000779220700314
352,174.0,1.0,2.0,2064.0,3.998062954,0.000968288436424
353,198.0,1.0,5.0,898.0,9.9842370744,0.00314860834891
354,288.0,1.0,2.0,3722.0,3.99891407629,0.000542888145029
355,205.0,1.0,2.0,3341.0,3.99879969992,0.00060005997898
356,140.0,1.0,1.0,5062.0,1.9997338656,0.000266134397871
357,247.0,1.0,2.0,3401.0,3.99881953667,0.000590144559721
358,114.0,1.0,2.0,1243.0,3.99682665609,0.00158604232384
359,240.0,1.0,3.0,3632.0,5.99802826158,0.000657102132075
360,249.0,1.0,5.0,924.0,9.98469075321,0.00305809823988
361,118.0,1.0,1.0,4610.0,1.99971031286,0.000289687137891
362,144.0,1.0,5.0,293.0,9.95093228656,0.00977498259976
363,266.0,1.0,4.0,2265.0,7.99524163569,0.00118906032654
364,220.0,1.0,2.0,4326.0,3.99907224864,0.000463821879916
365,149.0,1.0,2.0,2955.0,3.99865160964,0.000674081525563
366,228.0,1.0,4.0,2260.0,7.99527535804,0.00118063723539
367,269.0,1.0,5.0,1001.0,9.98576715058,0.00284332777636
368,282.0,1.0,5.0,1280.0,9.98873366381,0.00225123589448
369,294.0,1.0,4.0,2950.0,7.99642577907,0.000893255784078
370,315.0,1.0,4.0,3207.0,7.99674565239,0.000813338654637
371,195.0,1.0,1.0,4780.0,1.9997205533,0.000279446695543
372,286.0,1.0,2.0,4991.0,3.9991911839,0.000404367157119
373,243.0,1.0,4.0,1510.0,7.99285075961,0.00178611190159
374,204.0,1.0,1.0,3818.0,1.99965095986,0.000349040139616
375,149.0,1.0,3.0,1111.0,5.99360795455,0.00212916801227
376,304.0,1.0,4.0,2604.0,7.99589164206,0.00102669384207
377,113.0,1.0,1.0,3632.0,1.99963329666,0.000366703337
378,350.0,1.0,5.0,1521.0,9.99049429658,0.00189969467514
379,335.0,1.0,5.0,1666.0,9.99145883157,0.00170706626201
380,185.0,1.0,3.0,2474.0,5.99710889817,0.000963390987658
381,270.0,1.0,4.0,2381.0,7.9955200896,0.0011195071534
382,146.0,1.0,1.0,5107.0,1.9997374639,0.000262536098714
383,111.0,1.0,2.0,1397.0,3.99716613532,0.0014164302393
384,107.0,1.0,1.0,3504.0,1.99962370649,0.000376293508937
385,187.0,1.0,4.0,1220.0,7.99128302915,0.00217746131584
386,95.0,1.0,1.0,5006.0,1.99973474801,0.00026525198939
387,262.0,1.0,4.0,1149.0,7.99054373522,0.00236196977098
388,374.0,1.0,5.0,1684.0,9.99155548049,0.00168776275008
389,369.0,1.0,4.0,2797.0,7.99611367501,0.00097122721669
390,148.0,1.0,3.0,1041.0,5.99324577861,0.00224971688386
391,198.0,1.0,3.0,1343.0,5.9947628746,0.00174469233836
392,235.0,1.0,4.0,1747.0,7.99407187847,0.00148120657374
393,321.0,1.0,3.0,3768.0,5.99805783341,0.000647249145722
394,208.0,1.0,1.0,3569.0,1.99962497656,0.000375023438965
395,186.0,1.0,4.0,1077.0,7.9903030303,0.00242203789946
396,260.0,1.0,4.0,2944.0,7.996352445,0.000911576886115
397,262.0,1.0,2.0,2934.0,3.99864038069,0.000679694098367
398,127.0,1.0,1.0,5720.0,1.99976550592,0.000234494079025
399,149.0,1.0,4.0,539.0,7.97900262467,0.00523900369315
400,293.0,1.0,3.0,2999.0,5.99758194519,0.000805801685502
401,208.0,1.0,4.0,1372.0,7.99238820171,0.00190159129234
402,169.0,1.0,2.0,3452.0,3.99882491187,0.000587457751119
403,193.0,1.0,1.0,4421.0,1.9996978852,0.000302114803625
404,100.0,2.0,3.0,1056.0,5.99317923456,0.00227186475912
405,269.0,1.0,3.0,3861.0,5.99815195072,0.000615889922037
406,247.0,1.0,3.0,3996.0,5.99818475192,0.000604960640637
407,286.0,1.0,4.0,1927.0,7.99456337071,0.00135846446401
408,130.0,1.0,1.0,2525.0,1.99947437582,0.000525624178712
409,232.0,1.0,2.0,3383.0,3.99880023995,0.00059979004649
410,290.0,1.0,2.0,3786.0,3.99894528675,0.000527287089498
411,396.0,1.0,3.0,3031.0,5.99764274489,0.000785545873594
412,172.0,1.0,2.0,3932.0,3.9989892609,0.000505305693821
